geo,date,geo1,49 drive in,bay water park,beach chicago,beaches in michigan,beaches in ohio,bell's palsy,black legged tick,black tick,blueberry farm,blueberry patch,buffalo state park,bullseye rash,campground colorado,centennial beach,coney island cincinnati,cooling bandana,deer tick,dollywood splash country,dorm bedding,drive in ohio,easy summer recipes,facial paralysis,family aquatic center,fantasy lake,festival colorado,festivals milwaukee,fever,free concerts,fried squash,funplex omaha,grilled squash,harvesting basil,harvesting garlic,homemade ice cream recipes,hotels near worlds of fun,island water,island water park,joint pain,kings island discount,knee pain,lake beaches,little buffalo state park,luverne drive in,lyme,lyme disease,marketfest,melody 49 drive in,motel wisconsin dells,movies in the park,music in the park,music under the stars,outdoor water parks,pick blueberries,pikes peak cog railway,pool cooler,rash,river float trips,river water park,sherwood island state park,splash country,splashdown water park,sprinkler park,summer appetizers,summer dessert,summer desserts,summer sizzler,summer soup,swollen joint,swollen joints,swollen knee,swollen knees,tick,tired,valley beach,venture river,water west,watermelon drinks,watermelon recipe,waterworld concord,waterworld denver,wetlands water park,what do baby toads eat,wild water,wild water west,wolf river campground,worlds of fun discount
US-NE,2012-04-01,NA,NA,NA,15,NA,NA,19,NA,NA,NA,NA,15,NA,8,NA,NA,NA,18,NA,8,NA,NA,NA,NA,NA,9,NA,51,5,NA,4,NA,NA,NA,0,7,21,8,41,NA,36,9,NA,0,28,19,NA,NA,NA,41,11,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10,NA,41,40,NA,NA,22,NA,11,NA,0,NA,NA,NA,10,NA,NA
US-NE,2012-05-01,NA,NA,NA,12,NA,NA,8,NA,NA,NA,NA,9,NA,7,NA,NA,NA,21,NA,14,NA,NA,NA,NA,NA,8,NA,60,6,NA,25,NA,NA,NA,0,18,38,18,30,NA,26,10,NA,0,33,22,NA,NA,NA,0,9,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,21,NA,34,48,NA,NA,26,NA,13,NA,13,NA,NA,NA,12,NA,NA
US-NE,2012-06-01,NA,NA,NA,9,NA,NA,11,NA,NA,NA,NA,0,NA,11,NA,NA,NA,23,NA,10,NA,NA,NA,NA,NA,14,NA,44,24,NA,51,NA,NA,NA,12,31,57,38,41,NA,35,19,NA,0,31,21,NA,NA,NA,53,14,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,14,35,NA,NA,NA,NA,13,NA,55,30,NA,NA,37,NA,14,NA,14,NA,NA,NA,34,NA,NA
US-NE,2012-07-01,NA,NA,NA,18,NA,NA,13,NA,NA,NA,NA,9,NA,21,NA,NA,NA,9,NA,14,NA,NA,NA,NA,NA,4,NA,44,13,NA,76,NA,NA,NA,24,46,60,62,35,NA,37,18,NA,0,36,19,NA,NA,NA,34,0,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,18,20,NA,NA,NA,NA,13,NA,43,55,NA,NA,27,NA,13,NA,15,NA,NA,NA,16,NA,NA
US-NE,2012-08-01,NA,NA,NA,17,NA,NA,12,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,8,NA,53,24,NA,34,NA,NA,NA,4,15,31,32,39,NA,45,0,NA,9,30,17,NA,NA,NA,0,26,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,25,48,NA,NA,25,NA,12,NA,22,NA,NA,NA,22,NA,NA
US-NE,2012-09-01,NA,NA,NA,9,NA,NA,7,NA,NA,NA,NA,9,NA,7,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,4,NA,60,12,NA,19,NA,NA,NA,0,10,6,9,27,NA,33,10,NA,0,22,9,NA,NA,NA,24,9,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,12,NA,15,47,NA,NA,8,NA,12,NA,0,NA,NA,NA,11,NA,NA
US-NE,2012-10-01,NA,NA,NA,8,NA,NA,8,NA,NA,NA,NA,0,NA,0,NA,NA,NA,8,NA,0,NA,NA,NA,NA,NA,4,NA,68,6,NA,8,NA,NA,NA,4,10,11,8,39,NA,36,0,NA,0,18,10,NA,NA,NA,0,8,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,22,NA,15,51,NA,NA,23,NA,0,NA,0,NA,NA,NA,0,NA,NA
US-NE,2012-11-01,NA,NA,NA,7,NA,NA,7,NA,NA,NA,NA,0,NA,0,NA,NA,NA,15,NA,8,NA,NA,NA,NA,NA,4,NA,51,0,NA,0,NA,NA,NA,0,4,8,0,23,NA,28,9,NA,0,14,4,NA,NA,NA,0,8,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17,NA,9,36,NA,NA,22,NA,0,NA,0,NA,NA,NA,0,NA,NA
US-NE,2012-12-01,NA,NA,NA,11,NA,NA,0,NA,NA,NA,NA,8,NA,6,NA,NA,NA,8,NA,8,NA,NA,NA,NA,NA,5,NA,57,11,NA,4,NA,NA,NA,0,4,9,0,16,NA,28,0,NA,0,13,6,NA,NA,NA,21,8,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,21,NA,12,25,NA,NA,11,NA,11,NA,0,NA,NA,NA,20,NA,NA
US-NE,2013-01-01,NA,NA,NA,7,NA,NA,4,NA,NA,NA,NA,0,NA,5,NA,NA,NA,0,NA,7,NA,NA,NA,NA,NA,3,NA,74,5,NA,4,NA,NA,NA,4,4,15,0,27,NA,38,8,NA,0,10,4,NA,NA,NA,0,7,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,15,NA,11,45,NA,NA,14,NA,0,NA,0,NA,NA,NA,9,NA,NA
US-NE,2013-02-01,NA,NA,NA,15,NA,NA,11,NA,NA,NA,NA,15,NA,17,NA,NA,NA,15,NA,8,NA,NA,NA,NA,NA,4,NA,57,0,NA,4,NA,NA,NA,0,4,19,0,32,NA,42,0,NA,0,10,4,NA,NA,NA,0,7,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,12,59,NA,NA,7,NA,10,NA,7,NA,NA,NA,0,NA,NA
US-NE,2013-03-01,NA,NA,NA,13,NA,NA,9,NA,NA,NA,NA,7,NA,5,NA,NA,NA,10,NA,0,NA,NA,NA,NA,NA,9,NA,49,0,NA,7,NA,NA,NA,10,6,16,10,41,NA,40,0,NA,0,16,12,NA,NA,NA,0,7,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,14,NA,11,38,NA,NA,19,NA,9,NA,7,NA,NA,NA,0,NA,NA
US-NE,2013-04-01,NA,NA,NA,13,NA,NA,6,NA,NA,NA,NA,7,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,9,NA,53,5,NA,7,NA,NA,NA,0,7,23,0,31,NA,39,0,NA,0,19,8,NA,NA,NA,0,7,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,14,NA,20,46,NA,NA,6,NA,9,NA,0,NA,NA,NA,0,NA,NA
US-NE,2013-05-01,NA,NA,NA,14,NA,NA,4,NA,NA,NA,NA,7,NA,5,NA,NA,NA,19,NA,36,NA,NA,NA,NA,NA,7,NA,42,7,NA,21,NA,NA,NA,4,11,20,17,35,NA,39,8,NA,8,43,19,NA,NA,NA,19,7,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,10,17,NA,NA,NA,NA,13,NA,66,48,NA,NA,13,NA,10,NA,7,NA,NA,NA,14,NA,NA
US-NE,2013-06-01,NA,NA,NA,30,NA,NA,4,NA,NA,NA,NA,12,NA,23,NA,NA,NA,10,NA,12,NA,NA,NA,NA,NA,15,NA,47,19,NA,55,NA,NA,NA,4,24,33,34,36,NA,67,21,NA,12,58,27,NA,NA,NA,42,20,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,22,22,NA,NA,NA,NA,14,NA,74,45,NA,NA,22,NA,11,NA,8,NA,NA,NA,23,NA,NA
US-NE,2013-07-01,NA,NA,NA,20,NA,NA,4,NA,NA,NA,NA,14,NA,22,NA,NA,NA,16,NA,21,NA,NA,NA,NA,NA,13,NA,57,7,NA,42,NA,NA,NA,5,40,62,73,49,NA,39,11,NA,10,37,19,NA,NA,NA,88,14,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,NA,NA,19,NA,56,49,NA,NA,62,NA,0,NA,20,NA,NA,NA,39,NA,NA
US-NE,2013-08-01,NA,NA,NA,7,NA,NA,6,NA,NA,NA,NA,7,NA,5,NA,NA,NA,7,NA,7,NA,NA,NA,NA,NA,8,NA,53,10,NA,39,NA,NA,NA,9,13,27,31,38,NA,51,15,NA,0,32,22,NA,NA,NA,49,7,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,15,10,NA,NA,NA,NA,19,NA,28,54,NA,NA,19,NA,14,NA,10,NA,NA,NA,17,NA,NA
US-NE,2013-09-01,NA,NA,NA,6,NA,NA,7,NA,NA,NA,NA,13,NA,5,NA,NA,NA,6,NA,0,NA,NA,NA,NA,NA,6,NA,56,5,NA,11,NA,NA,NA,0,5,17,0,33,NA,48,7,NA,0,21,13,NA,NA,NA,0,0,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,9,NA,23,43,NA,NA,12,NA,9,NA,0,NA,NA,NA,17,NA,NA
US-NE,2013-10-01,NA,NA,NA,0,NA,NA,3,NA,NA,NA,NA,6,NA,5,NA,NA,NA,12,NA,0,NA,NA,NA,NA,NA,6,NA,52,4,NA,6,NA,NA,NA,3,3,14,6,34,NA,42,0,NA,0,15,14,NA,NA,NA,17,0,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,0,9,NA,NA,NA,NA,13,NA,19,60,NA,NA,6,NA,8,NA,0,NA,NA,NA,8,NA,NA
US-NE,2013-11-01,NA,NA,NA,6,NA,NA,4,NA,NA,NA,NA,13,NA,0,NA,NA,NA,13,NA,7,NA,NA,NA,NA,NA,5,NA,53,5,NA,3,NA,NA,NA,3,4,11,6,28,NA,31,0,NA,0,22,11,NA,NA,NA,0,6,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,9,NA,15,44,NA,NA,6,NA,9,NA,0,NA,NA,NA,0,NA,NA
US-NE,2013-12-01,NA,NA,NA,8,NA,NA,4,NA,NA,NA,NA,0,NA,5,NA,NA,NA,6,NA,0,NA,NA,NA,NA,NA,3,NA,56,5,NA,3,NA,NA,NA,0,0,18,13,38,NA,31,7,NA,0,9,7,NA,NA,NA,17,0,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,12,45,NA,NA,12,NA,9,NA,0,NA,NA,NA,8,NA,NA
US-NE,2014-01-01,NA,NA,NA,9,NA,NA,3,NA,NA,NA,NA,0,NA,4,NA,NA,NA,6,NA,0,NA,NA,NA,NA,NA,6,NA,66,8,NA,4,NA,NA,NA,0,5,16,9,30,NA,37,14,NA,0,13,8,NA,NA,NA,16,6,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,9,0,NA,NA,NA,NA,0,NA,12,52,NA,NA,34,NA,8,NA,6,NA,NA,NA,0,NA,NA
US-NE,2014-02-01,NA,NA,NA,9,NA,NA,0,NA,NA,NA,NA,13,NA,5,NA,NA,NA,6,NA,0,NA,NA,NA,NA,NA,3,NA,64,4,NA,3,NA,NA,NA,3,4,19,6,40,NA,46,7,NA,0,16,8,NA,NA,NA,0,0,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17,NA,12,38,NA,NA,18,NA,0,NA,0,NA,NA,NA,0,NA,NA
US-NE,2014-03-01,NA,NA,NA,11,NA,NA,3,NA,NA,NA,NA,6,NA,6,NA,NA,NA,6,NA,8,NA,NA,NA,NA,NA,5,NA,53,4,NA,5,NA,NA,NA,3,3,14,5,35,NA,40,0,NA,0,9,6,NA,NA,NA,15,0,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,NA,NA,8,NA,14,51,NA,NA,24,NA,15,NA,0,NA,NA,NA,7,NA,NA
US-NE,2014-04-01,NA,NA,NA,11,NA,NA,7,NA,NA,NA,NA,6,NA,13,NA,NA,NA,17,NA,11,NA,NA,NA,NA,NA,4,NA,59,0,NA,6,NA,NA,NA,9,11,17,11,44,NA,34,0,NA,0,23,17,NA,NA,NA,0,11,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,8,NA,32,50,NA,NA,19,NA,8,NA,0,NA,NA,NA,10,NA,NA
US-NE,2014-05-01,NA,NA,NA,6,NA,NA,3,NA,NA,NA,NA,12,NA,4,NA,NA,NA,24,NA,0,NA,NA,NA,NA,NA,8,NA,56,4,NA,19,NA,NA,NA,9,15,18,14,33,NA,60,21,NA,6,39,19,NA,NA,NA,33,6,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,9,17,NA,NA,NA,NA,0,NA,61,62,NA,NA,23,NA,21,NA,6,NA,NA,NA,10,NA,NA
US-NE,2014-06-01,NA,NA,NA,13,NA,NA,4,NA,NA,NA,NA,10,NA,10,NA,NA,NA,17,NA,10,NA,NA,NA,NA,NA,6,NA,57,15,NA,54,NA,NA,NA,4,23,40,25,26,NA,44,8,NA,7,42,27,NA,NA,NA,87,23,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,0,20,NA,NA,NA,NA,10,NA,65,63,NA,NA,36,NA,10,NA,14,NA,NA,NA,24,NA,NA
US-NE,2014-07-01,NA,NA,NA,20,NA,NA,6,NA,NA,NA,NA,7,NA,12,NA,NA,NA,7,NA,14,NA,NA,NA,NA,NA,8,NA,50,0,NA,76,NA,NA,NA,14,43,60,57,58,NA,51,13,NA,12,41,24,NA,NA,NA,84,23,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,15,34,NA,NA,NA,NA,9,NA,44,44,NA,NA,36,NA,19,NA,7,NA,NA,NA,18,NA,NA
US-NE,2014-08-01,NA,NA,NA,13,NA,NA,6,NA,NA,NA,NA,10,NA,5,NA,NA,NA,15,NA,20,NA,NA,NA,NA,NA,6,NA,53,16,NA,33,NA,NA,NA,3,12,31,28,31,NA,42,8,NA,7,27,12,NA,NA,NA,24,6,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,19,13,NA,NA,NA,NA,9,NA,31,56,NA,NA,16,NA,9,NA,7,NA,NA,NA,9,NA,NA
US-NE,2014-09-01,NA,NA,NA,18,NA,NA,5,NA,NA,NA,NA,6,NA,5,NA,NA,NA,6,NA,0,NA,NA,NA,NA,NA,6,NA,62,0,NA,6,NA,NA,NA,0,6,15,6,43,NA,46,0,NA,0,27,14,NA,NA,NA,17,6,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,9,NA,21,67,NA,NA,15,NA,9,NA,6,NA,NA,NA,8,NA,NA
US-NE,2014-10-01,NA,NA,NA,6,NA,NA,7,NA,NA,NA,NA,6,NA,0,NA,NA,NA,12,NA,0,NA,NA,NA,NA,NA,3,NA,57,4,NA,5,NA,NA,NA,0,7,9,6,47,NA,35,7,NA,0,23,12,NA,NA,NA,0,6,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,8,NA,16,50,NA,NA,9,NA,0,NA,0,NA,NA,NA,0,NA,NA
US-NE,2014-11-01,NA,NA,NA,6,NA,NA,4,NA,NA,NA,NA,0,NA,0,NA,NA,NA,9,NA,0,NA,NA,NA,NA,NA,3,NA,61,0,NA,6,NA,NA,NA,0,0,18,0,47,NA,37,0,NA,0,15,7,NA,NA,NA,0,0,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17,NA,16,56,NA,NA,6,NA,9,NA,0,NA,NA,NA,8,NA,NA
US-NE,2014-12-01,NA,NA,NA,6,NA,NA,3,NA,NA,NA,NA,0,NA,5,NA,NA,NA,6,NA,0,NA,NA,NA,NA,NA,0,NA,70,0,NA,4,NA,NA,NA,3,0,16,0,34,NA,37,0,NA,0,13,7,NA,NA,NA,0,0,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,8,NA,16,47,NA,NA,20,NA,0,NA,0,NA,NA,NA,8,NA,NA
US-NE,2015-01-01,NA,NA,NA,11,NA,NA,5,NA,NA,NA,NA,0,NA,6,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,67,0,NA,3,NA,NA,NA,3,3,10,11,47,NA,39,0,NA,0,21,13,NA,NA,NA,16,6,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,13,NA,12,55,NA,NA,36,NA,8,NA,0,NA,NA,NA,0,NA,NA
US-NE,2015-02-01,NA,NA,NA,11,NA,NA,6,NA,NA,NA,NA,11,NA,4,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,3,NA,79,0,NA,4,NA,NA,NA,0,3,9,5,40,NA,31,9,NA,0,17,9,NA,NA,NA,0,5,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,11,NA,16,45,NA,NA,16,NA,8,NA,0,NA,NA,NA,7,NA,NA
US-NE,2015-03-01,NA,NA,NA,11,NA,NA,10,NA,NA,NA,NA,6,NA,4,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,4,NA,89,4,NA,6,NA,NA,NA,3,4,18,14,26,NA,37,13,NA,0,16,12,NA,NA,NA,0,0,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,9,8,NA,NA,NA,NA,8,NA,24,63,NA,NA,23,NA,16,NA,0,NA,NA,NA,8,NA,NA
US-NE,2015-04-01,NA,NA,NA,6,NA,NA,3,NA,NA,NA,NA,6,NA,4,NA,NA,NA,14,NA,6,NA,NA,NA,NA,NA,8,NA,78,0,NA,5,NA,NA,NA,4,5,7,0,32,NA,48,13,NA,0,56,26,NA,NA,NA,37,6,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,64,54,NA,NA,20,NA,8,NA,6,NA,NA,NA,0,NA,NA
US-NE,2015-05-01,NA,NA,NA,13,NA,NA,3,NA,NA,NA,NA,6,NA,7,NA,NA,NA,12,NA,18,NA,NA,NA,NA,NA,6,NA,54,10,NA,13,NA,NA,NA,3,11,24,14,38,NA,49,7,NA,0,45,31,NA,NA,NA,43,8,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,8,NA,63,61,NA,NA,31,NA,17,NA,12,NA,NA,NA,8,NA,NA
US-NE,2015-06-01,NA,NA,NA,24,NA,NA,4,NA,NA,NA,NA,15,NA,9,NA,NA,NA,22,NA,31,NA,NA,NA,NA,NA,6,NA,62,15,NA,56,NA,NA,NA,5,27,56,57,32,NA,37,23,NA,7,100,52,NA,NA,NA,100,14,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,9,15,NA,NA,NA,NA,8,NA,59,72,NA,NA,23,NA,13,NA,8,NA,NA,NA,16,NA,NA
US-NE,2015-07-01,NA,NA,NA,15,NA,NA,3,NA,NA,NA,NA,9,NA,9,NA,NA,NA,10,NA,12,NA,NA,NA,NA,NA,8,NA,52,8,NA,96,NA,NA,NA,9,41,84,85,37,NA,36,10,NA,12,59,40,NA,NA,NA,78,17,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,25,17,NA,NA,NA,NA,16,NA,52,62,NA,NA,58,NA,20,NA,11,NA,NA,NA,47,NA,NA
US-NE,2015-08-01,NA,NA,NA,9,NA,NA,4,NA,NA,NA,NA,11,NA,7,NA,NA,NA,5,NA,0,NA,NA,NA,NA,NA,6,NA,48,13,NA,34,NA,NA,NA,3,12,45,36,39,NA,44,10,NA,0,32,17,NA,NA,NA,0,13,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,23,NA,34,63,NA,NA,26,NA,15,NA,5,NA,NA,NA,19,NA,NA
US-NE,2015-09-01,NA,NA,NA,9,NA,NA,5,NA,NA,NA,NA,11,NA,10,NA,NA,NA,8,NA,0,NA,NA,NA,NA,NA,6,NA,56,8,NA,9,NA,NA,NA,0,7,14,5,33,NA,43,0,NA,6,27,14,NA,NA,NA,29,0,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA,NA,NA,19,NA,17,52,NA,NA,10,NA,8,NA,0,NA,NA,NA,0,NA,NA
US-NE,2015-10-01,NA,NA,NA,5,NA,NA,6,NA,NA,NA,NA,0,NA,4,NA,NA,NA,5,NA,16,NA,NA,NA,NA,NA,0,NA,66,0,NA,4,NA,NA,NA,0,4,15,5,28,NA,44,6,NA,11,24,11,NA,NA,NA,42,5,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA,NA,NA,14,NA,17,61,NA,NA,20,NA,7,NA,0,NA,NA,NA,0,NA,NA
US-NE,2015-11-01,NA,NA,NA,0,NA,NA,3,NA,NA,NA,NA,5,NA,0,NA,NA,NA,5,NA,0,NA,NA,NA,NA,NA,2,NA,53,4,NA,0,NA,NA,NA,0,0,6,0,25,NA,40,0,NA,0,18,10,NA,NA,NA,14,0,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA,NA,NA,14,NA,18,61,NA,NA,18,NA,0,NA,0,NA,NA,NA,0,NA,NA
US-NE,2015-12-01,NA,NA,NA,10,NA,NA,3,NA,NA,NA,NA,5,NA,4,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,0,NA,79,0,NA,3,NA,NA,NA,3,3,11,5,36,NA,36,0,NA,0,31,16,NA,NA,NA,14,8,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,14,NA,13,55,NA,NA,34,NA,0,NA,0,NA,NA,NA,7,NA,NA
US-NE,2016-01-01,NA,NA,NA,10,NA,NA,4,NA,NA,NA,NA,5,NA,0,NA,NA,NA,5,NA,0,NA,NA,NA,NA,NA,5,NA,75,3,NA,2,NA,NA,NA,2,0,14,0,34,NA,50,0,NA,0,17,10,NA,NA,NA,0,15,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10,NA,14,51,NA,NA,33,NA,20,NA,0,NA,NA,NA,0,NA,NA
US-NE,2016-02-01,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,0,NA,5,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,2,NA,70,4,NA,3,NA,NA,NA,5,4,6,5,38,NA,34,0,NA,0,19,15,NA,NA,NA,21,5,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,12,NA,12,58,NA,NA,17,NA,7,NA,0,NA,NA,NA,7,NA,NA
US-NE,2016-03-01,NA,NA,NA,9,NA,NA,3,NA,NA,NA,NA,5,NA,4,NA,NA,NA,5,NA,0,NA,NA,NA,NA,NA,7,NA,75,3,NA,6,NA,NA,NA,2,5,16,11,35,NA,35,0,NA,0,24,14,NA,NA,NA,13,5,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17,NA,26,62,NA,NA,18,NA,0,NA,0,NA,NA,NA,0,NA,NA
US-NE,2016-04-01,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,5,NA,4,NA,NA,NA,16,NA,5,NA,NA,NA,NA,NA,4,NA,69,3,NA,7,NA,NA,NA,0,4,23,9,34,NA,38,5,NA,5,24,13,NA,NA,NA,12,9,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,12,NA,49,65,NA,NA,34,NA,13,NA,0,NA,NA,NA,12,NA,NA
US-NE,2016-05-01,NA,NA,NA,10,NA,NA,4,NA,NA,NA,NA,9,NA,11,NA,NA,NA,17,NA,9,NA,NA,NA,NA,NA,4,NA,55,8,NA,18,NA,NA,NA,2,12,29,27,45,NA,47,12,NA,7,30,19,NA,NA,NA,46,9,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,15,NA,62,62,NA,NA,33,NA,6,NA,0,NA,NA,NA,18,NA,NA
US-NE,2016-06-01,NA,NA,NA,14,NA,NA,6,NA,NA,NA,NA,20,NA,18,NA,NA,NA,10,NA,0,NA,NA,NA,NA,NA,7,NA,60,7,NA,58,NA,NA,NA,2,25,46,61,29,NA,42,15,NA,8,38,21,NA,NA,NA,27,27,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,7,14,NA,NA,NA,NA,13,NA,56,75,NA,NA,84,NA,7,NA,7,NA,NA,NA,67,NA,NA
US-NE,2016-07-01,NA,NA,NA,21,NA,NA,6,NA,NA,NA,NA,13,NA,9,NA,NA,NA,20,NA,10,NA,NA,NA,NA,NA,8,NA,57,9,NA,77,NA,NA,NA,4,23,36,40,35,NA,50,17,NA,5,48,23,NA,NA,NA,40,11,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,7,14,NA,NA,NA,NA,9,NA,50,73,NA,NA,99,NA,10,NA,12,NA,NA,NA,55,NA,NA
US-NE,2016-08-01,NA,NA,NA,11,NA,NA,0,NA,NA,NA,NA,9,NA,9,NA,NA,NA,14,NA,9,NA,NA,NA,NA,NA,5,NA,49,10,NA,37,NA,NA,NA,2,15,26,14,33,NA,44,11,NA,7,22,13,NA,NA,NA,13,6,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,0,7,NA,NA,NA,NA,9,NA,30,71,NA,NA,38,NA,6,NA,14,NA,NA,NA,38,NA,NA
US-NE,2016-09-01,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,10,NA,5,NA,NA,NA,7,NA,0,NA,NA,NA,NA,NA,0,NA,60,3,NA,11,NA,NA,NA,0,6,8,4,26,NA,46,5,NA,5,19,12,NA,NA,NA,0,7,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,6,NA,23,65,NA,NA,15,NA,6,NA,0,NA,NA,NA,17,NA,NA
US-NE,2016-10-01,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,4,NA,0,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,2,NA,56,0,NA,6,NA,NA,NA,0,2,11,4,31,NA,46,5,NA,0,23,9,NA,NA,NA,0,0,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,12,NA,16,61,NA,NA,12,NA,0,NA,0,NA,NA,NA,0,NA,NA
